id,name,imgurl,birthday,height,cup_size,bust,waist,hips,birthplace,hobby
573,志保,https://pics.javhoo.net/2016/02/2xj_a.jpg,1980-10-18,170.0,D,86.0,60.0,87.0,神奈川県,"ピアノ,ネット通販,語学"
579,鶴田かな,https://pics.javhoo.net/2016/02/7j0_a.jpg,1992-12-12,152.0,G,90.0,58.0,89.0,神奈川県,新体操
585,白石茉莉奈,https://pics.javhoo.net/2016/02/9qp_a.jpg,1986-08-10,154.0,G,90.0,60.0,90.0,東京都,"料理,ゴルフ,高校野球観戦"
586,桜ここみ,https://pics.javhoo.net/2016/02/2mv_a.jpg,1988-12-18,155.0,G,86.0,55.0,87.0,島根県,"映画鑑賞,ピアノ"
590,水沢真樹,https://pics.javhoo.net/2016/02/2gh_a.jpg,1983-05-10,162.0,D,87.0,59.0,89.0,東京都,"ネイルアート,半身浴,ホットヨガ"
594,辻本杏,https://pics.javhoo.net/2016/02/b6a_a.jpg,1993-12-13,155.0,C,82.0,57.0,80.0,栃木県,"お菓子作り,読書,アニメ鑑賞,卵焼き,服作り"
595,あおば結衣,https://pics.javhoo.net/2016/02/m1e_a.jpg,1995-02-11,158.0,E,86.0,56.0,87.0,東京都,カラオケ/バスケットボール
596,新山らん,https://pics.javhoo.net/2016/02/90l_a.jpg,1992-09-14,155.0,K,110.0,62.0,94.0,,
597,立花はるみ,https://pics.javhoo.net/2016/02/mg5_a.jpg,1995-04-03,162.0,C,82.0,59.0,90.0,東京都,"ショッピング,ピアノ"
598,綾瀬みなみ,https://pics.javhoo.net/2016/02/7nw_a.jpg,1992-05-02,156.0,I,111.0,65.0,88.0,神奈川県,"音楽鑑賞,トランペット"
599,柚月あい,https://pics.javhoo.net/2016/02/mhe_a.jpg,1994-12-05,160.0,F,91.0,60.0,88.0,秋田県,
600,長谷川リホ,https://pics.javhoo.net/2016/02/7vf_a.jpg,1991-03-19,158.0,F,88.0,59.0,85.0,東京都,読書
604,浅倉愛,https://pics.javhoo.net/2016/02/mkv_a.jpg,1993-10-28,168.0,C,83.0,60.0,83.0,埼玉県,"スポーツ,料理"
610,辰巳ゆい,https://pics.javhoo.net/2016/02/58t_a.jpg,1984-06-08,168.0,F,88.0,60.0,89.0,岐阜県,"ショッピング,料理"
613,市川まほ,https://pics.javhoo.net/2016/02/7g6_a.jpg,1992-03-03,154.0,C,83.0,58.0,83.0,東京都,"ショッピング,歌うこと"
616,玉城マイ,https://pics.javhoo.net/2016/02/m9o_a.jpg,1992-02-11,160.0,D,83.0,58.0,84.0,群馬県,"ゲーム,アニメ"
617,奥田咲,https://pics.javhoo.net/2016/02/82q_a.jpg,1992-06-15,148.0,G,81.0,55.0,79.0,千葉県,"ショッピング,パソコン"
619,クリスティーン北島,https://pics.javhoo.net/2016/02/mby_a.jpg,1992-09-20,162.0,E,88.0,59.0,89.0,佐賀県,ショッピング
623,雪菜,https://pics.javhoo.net/2016/02/m6a_a.jpg,1979-01-04,155.0,G,80.0,58.0,83.0,東京都,"踊り,体が柔らかい"
627,美里有紗,https://pics.javhoo.net/2016/02/lt7_a.jpg,1992-07-04,151.0,F,88.0,57.0,83.0,北海道,"ドライブ,ネイル"
629,伊沢涼子（吉井美希，よしい美希）,https://pics.javhoo.net/2016/02/aq_a.jpg,1978-06-30,157.0,D,85.0,59.0,85.0,東京都,ショッピング
632,さくらゆら,https://pics.javhoo.net/2016/02/fxo_a.jpg,1995-03-21,156.0,D,83.0,57.0,83.0,東京都,"音楽鑑賞,ウォーキング"
633,浅乃ハルミ,https://pics.javhoo.net/2016/02/2b1_a.jpg,1986-04-06,158.0,G,91.0,58.0,83.0,愛知県,ショッピング
635,小峰ひなた,https://pics.javhoo.net/2016/02/2c5_a.jpg,1989-06-28,153.0,G,93.0,59.0,88.0,東京都,"風水,体が柔らかい"
636,葵つかさ,https://pics.javhoo.net/2016/02/2xi_a.jpg,1990-08-14,163.0,E,88.0,58.0,86.0,大阪府,"ジョギング,ジャズ鑑賞,アルトサックス,ピアノ,一輪車"
642,初川みなみ,https://pics.javhoo.net/2016/02/mj2_a.jpg,1995-01-19,156.0,D,86.0,59.0,88.0,福岡県,"DVD鑑賞,バレーボール"
643,佐々木玲奈,https://pics.javhoo.net/2016/02/mc4_a.jpg,1993-10-16,163.0,D,84.0,58.0,90.0,埼玉県,ネイル
644,愛沢かりん,https://pics.javhoo.net/2016/02/lxx_a.jpg,1993-12-26,157.0,D,84.0,57.0,85.0,奈良県,"フェラチオ,買い物"
647,野中あんり,https://pics.javhoo.net/2016/02/1fc_a.jpg,1988-11-25,154.0,A,74.0,56.0,84.0,東京都,映画鑑賞
648,木下若菜,https://pics.javhoo.net/2016/02/2t5_a.jpg,1989-12-01,164.0,F,90.0,60.0,86.0,東京都,"買い物,カラオケ,テニス"
650,きみの歩美,https://pics.javhoo.net/2016/02/85e_a.jpg,1994-03-07,149.0,D,82.0,58.0,82.0,千葉県,料理
653,長谷川美紅,https://pics.javhoo.net/2016/02/2n6_a.jpg,1980-04-02,157.0,E,85.0,60.0,86.0,,ショッピング
659,琴音りあ,https://pics.javhoo.net/2016/02/mqh_a.jpg,1994-06-09,157.0,E,95.0,60.0,86.0,,カラオケ
660,武智沙世,https://pics.javhoo.net/2016/02/mfw_a.jpg,1992-10-08,160.0,D,84.0,59.0,84.0,千葉県,"お洒落,片付け"
666,雫パイン,https://pics.javhoo.net/2016/02/2dd_a.jpg,1989-07-01,162.0,E,88.0,58.0,88.0,兵庫県,料理
667,高尾明日香,https://pics.javhoo.net/2016/02/mr4_a.jpg,1993-08-01,155.0,H,96.0,58.0,86.0,岡山県,お菓子作り
668,さいとう真央,https://pics.javhoo.net/2016/02/x0_a.jpg,1985-03-03,157.0,C,85.0,57.0,86.0,愛知県,絵画
671,藤咲葵（愛川香織）,https://pics.javhoo.net/2016/02/2sv_a.jpg,1987-03-03,163.0,E,85.0,58.0,85.0,,ショッピング
675,春咲かざり,https://pics.javhoo.net/2016/02/ltp_a.jpg,1993-01-06,155.0,G,90.0,58.0,86.0,宮城県,"お昼寝,映画鑑賞"
679,城戸あやか,https://pics.javhoo.net/2016/02/zs_a.jpg,1984-09-22,162.0,C,82.0,57.0,83.0,東京,"読書,お香,ネイル"
680,川峰さくら,https://pics.javhoo.net/2016/02/5jg_a.jpg,1986-06-22,165.0,I,95.0,65.0,90.0,東京都,"ショッピング,料理"
689,小泉梨菜,https://pics.javhoo.net/2016/02/2vo_a.jpg,1989-03-03,153.0,C,82.0,56.0,82.0,,"スポーツ観戦,水泳"
691,美月あおい,https://pics.javhoo.net/2016/02/o81_a.jpg,1993-02-14,153.0,D,86.0,57.0,88.0,北海道,"読書,料理"
694,原小雪,https://pics.javhoo.net/2016/02/5v3_a.jpg,1984-12-21,168.0,F,86.0,60.0,85.0,北海道,"スポーツ全般,料理"
695,渚ことみ,https://pics.javhoo.net/2016/02/7g7_a.jpg,1991-04-05,167.0,E,90.0,59.0,88.0,東京都,"妄想,コスプレ,水泳"
702,桃井りか,https://pics.javhoo.net/2016/02/1kw_a.jpg,1986-09-21,155.0,G,100.0,63.0,86.0,神奈川県,
711,MARINA,https://pics.javhoo.net/2016/02/4ye_a.jpg,1988-07-20,161.0,E,88.0,56.0,88.0,神奈川県,ボディボード
713,むらさき真珠,https://pics.javhoo.net/2016/02/1lr_a.jpg,1986-11-12,161.0,E,90.0,57.0,85.0,宮城県,"カラオケ,バスケット"
720,高岡初美,https://pics.javhoo.net/2016/02/17x_a.jpg,1983-12-09,153.0,D,84.0,59.0,87.0,東京都,音楽鑑賞
729,西尾いずみ（名波ゆら）,https://pics.javhoo.net/2016/02/1k9_a.jpg,1982-11-29,152.0,C,84.0,60.0,87.0,東京都,ドライブ
730,浅尾美羽,https://pics.javhoo.net/2016/02/ooa_a.jpg,1995-04-11,155.0,D,84.0,58.0,85.0,東京都,"ダンス,ショッピング"
732,芹沢恋,https://pics.javhoo.net/2016/02/2u6_a.jpg,1975-07-01,153.0,C,80.0,56.0,83.0,東京都,
739,細川まり,https://pics.javhoo.net/2016/02/1j1_a.jpg,1984-09-29,168.0,E,86.0,62.0,90.0,北海道,"デパ地下巡り,水泳,大食い"
742,長澤えりな,https://pics.javhoo.net/2016/02/m2u_a.jpg,1994-07-04,158.0,C,82.0,59.0,88.0,神奈川県,散歩
748,小倉奈々,https://pics.javhoo.net/2016/02/6tg_a.jpg,1990-01-10,160.0,F,88.0,59.0,83.0,神奈川県,"ショッピング,ダイビング"
752,山川青空,https://pics.javhoo.net/2016/02/cmw_a.jpg,1992-06-01,165.0,E,88.0,58.0,84.0,東京都,ジム通い
754,穂高ゆうき,https://pics.javhoo.net/2016/02/mws_a.jpg,1985-06-12,164.0,G,90.0,60.0,88.0,神奈川県,"寝ること,水泳,ショッピング"
760,宇佐美まい,https://pics.javhoo.net/2016/02/m4y_a.jpg,1995-03-15,153.0,C,85.0,58.0,86.0,神奈川県,音楽鑑賞/柔軟
763,木下あずみ,https://pics.javhoo.net/2016/02/8wm_a.jpg,1993-06-08,158.0,G,90.0,57.0,88.0,東京都,"リラクゼーション,料理"
766,羽田あい,https://pics.javhoo.net/2016/02/6xv_a.jpg,1989-09-22,169.0,D,87.0,55.0,85.0,東京都,"ゲーム,美味しい店を探す,料理"
767,逢坂はるな,https://pics.javhoo.net/2016/02/lrh_a.jpg,1993-08-13,163.0,D,83.0,57.0,85.0,神奈川県,"買い物,ヨガ"
770,菅野さゆき,https://pics.javhoo.net/2016/02/302_a.jpg,1989-12-17,158.0,J,95.0,60.0,88.0,東京都,バスケット
774,新垣とわ,https://pics.javhoo.net/2016/02/9q7_a.jpg,1993-07-26,164.0,A,78.0,57.0,83.0,埼玉県,"散歩,絵を描く事"
776,西田カリナ,https://pics.javhoo.net/2016/02/myq_a.jpg,1995-07-07,159.0,B,78.0,56.0,82.0,ロサンゼルス,"作曲,料理,洋服作り"
778,桃瀬れもん,https://pics.javhoo.net/2016/02/nfg_a.jpg,1995-12-06,151.0,C,82.0,60.0,86.0,東京都,"ドライブ,お菓子作り"
779,紺野まこ,https://pics.javhoo.net/2016/02/nk6_a.jpg,1992-06-11,160.0,G,93.0,60.0,88.0,群馬県,"アニメ鑑賞,ゲーム"
788,大沢美加（廣田まりこ）,https://pics.javhoo.net/2016/02/29l_a.jpg,1991-02-23,154.0,C,84.0,57.0,85.0,神奈川県,ダンス
791,愛花沙也,https://pics.javhoo.net/2016/02/2p3_a.jpg,1989-12-18,155.0,D,80.0,59.0,85.0,東京都,
792,吉崎直緒,https://pics.javhoo.net/2016/02/4nd_a.jpg,1985-12-20,163.0,E,87.0,57.0,85.0,神奈川県,"ショッピング,ダンス"
797,芽森しずく,https://pics.javhoo.net/2016/02/mft_a.jpg,1992-08-06,159.0,C,83.0,56.0,80.0,宮城県,音楽鑑賞
799,雲乃亜美,https://pics.javhoo.net/2016/02/mmz_a.jpg,1995-02-20,157.0,B,83.0,60.0,85.0,東京都,音楽鑑賞
806,城エレン,https://pics.javhoo.net/2016/02/1iy_a.jpg,1971-07-15,165.0,N,124.0,65.0,90.0,神奈川県,"歌,ピアノ,エレクトーン,作曲,格闘技観戦,旅行,天体観測,ガーデニング"
808,山口玲子,https://pics.javhoo.net/2016/02/1bw_a.jpg,1978-12-15,150.0,G,98.0,60.0,89.0,愛知県,
809,片瀬みゆう,https://pics.javhoo.net/2016/02/mv0_a.jpg,1991-08-10,160.0,G,90.0,65.0,90.0,岡山県,旅行
818,西野ひかり,https://pics.javhoo.net/2016/02/mho_a.jpg,1991-02-07,160.0,E,87.0,60.0,86.0,,ショッピング
819,前田優希,https://pics.javhoo.net/2016/02/2pk_a.jpg,1990-05-25,154.0,H,97.0,59.0,88.0,東京都,"体を動かす事,バスケットボール"
827,橘なお（上原海里）,https://pics.javhoo.net/2016/02/2y8_a.jpg,1990-10-08,159.0,H,100.0,65.0,90.0,東京都,DVD鑑賞
829,春日由衣,https://pics.javhoo.net/2016/02/7v8_a.jpg,1992-06-09,167.0,E,88.0,60.0,87.0,埼玉県,"カラオケ,料理"
832,佐藤みき（佐藤美紀，鈴木志帆）,https://pics.javhoo.net/2016/02/1ya_a.jpg,1978-07-28,158.0,G,95.0,62.0,88.0,神奈川県,
837,柚原綾,https://pics.javhoo.net/2016/02/mbo_a.jpg,1992-06-18,159.0,D,84.0,58.0,86.0,東京都,"映画鑑賞,買い物"
838,麻生希,https://pics.javhoo.net/2016/02/83y_a.jpg,1988-12-20,170.0,F,88.0,58.0,89.0,東京都,"ヨガ,ピアノ"
840,森咲みお,https://pics.javhoo.net/2016/02/mc5_a.jpg,1993-06-21,154.0,G,85.0,58.0,85.0,,"サッカー観戦,水泳"
842,鮎川なお,https://pics.javhoo.net/2016/02/17a_a.jpg,1985-10-25,153.0,E,88.0,59.0,85.0,大阪府,旅行
846,宇都宮しをん,https://pics.javhoo.net/2016/02/lrb_a.jpg,1994-03-01,161.0,J,105.0,58.0,89.0,京都府,スイミング
849,大塚咲（小野沙樹，大滝佐紀）,https://pics.javhoo.net/2016/02/1tl_a.jpg,1984-10-01,158.0,G,90.0,61.0,91.0,東京都,絵を書くこと
850,星野千紗,https://pics.javhoo.net/2016/02/mda_a.jpg,1994-03-21,154.0,G,88.0,55.0,85.0,兵庫県,"ピアノ,ショッピング"
851,天使もえ,https://pics.javhoo.net/2016/02/n5q_a.jpg,1994-07-10,150.0,D,84.0,57.0,82.0,,読書/アスレチックで遊ぶ/ランニング/水泳/マッサージ
853,安土結,https://pics.javhoo.net/2016/02/94v_a.jpg,1993-08-08,150.0,C,83.0,59.0,83.0,埼玉県,"料理,手芸,ルービックキューブ"
855,本城小百合,https://pics.javhoo.net/2016/02/4zk_a.jpg,1979-03-03,162.0,E,86.0,60.0,85.0,東京都,"歌うこと,ネイルアート,ダンス"
857,司ミコト,https://pics.javhoo.net/2016/02/956_a.jpg,1992-10-05,178.0,E,88.0,58.0,88.0,東京都,"ダンス,食べる事,カラオケ"
858,渋谷ありす,https://pics.javhoo.net/2016/02/m6j_a.jpg,1993-12-03,159.0,E,87.0,58.0,88.0,東京都,アニメ
860,高秀朱里,https://pics.javhoo.net/2016/02/lsm_a.jpg,1994-08-10,153.0,B,75.0,56.0,78.0,,"マンガ,イラストを書くこと"
862,伊東紅,https://pics.javhoo.net/2016/02/9r4_a.jpg,1993-05-08,150.0,D,84.0,58.0,85.0,神奈川県,"少女漫画,電車の乗り換え"
863,裕木まゆ,https://pics.javhoo.net/2016/02/m09_a.jpg,1995-03-26,161.0,B,72.0,56.0,81.0,東京都,アニメ/買い物/絵/料理
864,白石悠,https://pics.javhoo.net/2016/02/n00_a.jpg,1993-12-10,150.0,D,83.0,58.0,93.0,東京都,ドラマ鑑賞
867,黒木麻衣（花野真衣，SHIHO）,https://pics.javhoo.net/2016/02/1aa_a.jpg,1983-10-21,168.0,F,90.0,57.0,88.0,東京都,"ショッピング,テニス,ネイルアート"
868,夢乃あいか,https://pics.javhoo.net/2016/02/8ec_a.jpg,1994-08-26,149.0,G,79.0,52.0,78.0,,
870,君島冴子（AOI.，村上葵）,https://pics.javhoo.net/2016/02/i8_a.jpg,1979-02-17,169.0,C,83.0,60.0,89.0,大阪府,"筋トレ,水泳"
871,Marin.,https://pics.javhoo.net/2016/02/1zq_a.jpg,1987-07-20,155.0,D,86.0,57.0,84.0,京都府,"体を動かすこと,ゴロゴロすること"
872,竹内あい,https://pics.javhoo.net/2016/02/1lm_a.jpg,1985-11-19,162.0,E,88.0,58.0,86.0,神奈川県,"旅行,読書,アロマテラピー"
874,茉莉花,https://pics.javhoo.net/2016/02/5jx_a.jpg,1987-12-12,164.0,F,92.0,57.0,90.0,,
875,美原咲子,https://pics.javhoo.net/2016/02/23f_a.jpg,1969-01-16,160.0,H,95.0,58.0,85.0,神奈川,"料理,食べ歩き"
876,結衣（結衣美沙）,https://pics.javhoo.net/2016/02/17i_a.jpg,1974-07-11,156.0,D,86.0,59.0,87.0,,"英会話,トールペインティング,料理,ソーイング,書道"
878,桃音まみる,https://pics.javhoo.net/2016/02/7by_a.jpg,1991-02-22,151.0,C,81.0,61.0,85.0,,"読書,買い物,猫と遊ぶ,卓球"
879,ありさ（中野ありさ）,https://pics.javhoo.net/2016/02/2i2_a.jpg,1991-12-24,149.0,C,84.0,59.0,88.0,東京都,映画
881,笠木忍,https://pics.javhoo.net/2016/02/bv_a.jpg,1980-07-28,165.0,D,85.0,60.0,88.0,埼玉県,ショッピング
883,金沢文子,https://pics.javhoo.net/2016/02/81_a.jpg,1979-04-04,156.0,C,83.0,57.0,85.0,神奈川県,"料理,カラオケ,スノーボード"
888,鈴木杏里,https://pics.javhoo.net/2016/02/3zf_a.jpg,1985-12-11,167.0,F,88.0,59.0,87.0,東京都,"カラオケ,ヘアメイク,ダーツ"
890,酒井ちなみ（紫葵）,https://pics.javhoo.net/2016/02/1jk_a.jpg,1979-01-01,170.0,G,100.0,60.0,98.0,北海道,"犬の散歩,料理"
893,佐伯奈々,https://pics.javhoo.net/2016/02/1k7_a.jpg,1985-12-29,170.0,G,90.0,63.0,90.0,新潟県,バドミントン
894,坂口みほの,https://pics.javhoo.net/2016/02/9nu_a.jpg,1994-07-20,158.0,C,86.0,58.0,88.0,東京都,"アニメ鑑賞,コスプレ"
897,白川ゆり,https://pics.javhoo.net/2016/02/6k4_a.jpg,1970-01-11,170.0,B,83.0,58.0,84.0,東京都,"ガーデニング,料理"
902,里中亜矢子,https://pics.javhoo.net/2016/02/sq_a.jpg,1960-11-11,158.0,F,88.0,64.0,92.0,,"ガーデニング,旅"
905,RUMIKA,https://pics.javhoo.net/2016/02/26t_a.jpg,1990-04-12,160.0,C,82.0,60.0,85.0,,"スノボー,サーフィン"
906,南條ユナ,https://pics.javhoo.net/2016/02/94u_a.jpg,1991-12-27,159.0,H,92.0,57.0,85.0,神奈川県,"旅行,ドラム"
909,ERIKA（モカ，MOKA）,https://pics.javhoo.net/2016/02/26v_a.jpg,1988-07-07,160.0,G,92.0,60.0,86.0,東京都,カラオケ
922,水希舞,https://pics.javhoo.net/2016/02/n61_a.jpg,1993-10-20,159.0,E,88.0,59.0,87.0,東京都,
924,宮崎夏帆,https://pics.javhoo.net/2016/02/mku_a.jpg,1993-04-08,150.0,E,84.0,58.0,82.0,神奈川県,"カラオケ,音楽鑑賞,ギター"
926,篠原杏,https://pics.javhoo.net/2016/02/2mp_a.jpg,1991-06-04,153.0,E,90.0,59.0,81.0,秋田県,"映画,アニメ鑑賞,ネイルアート,柔軟体操"
928,島崎麻友,https://pics.javhoo.net/2016/02/311_a.jpg,1990-11-13,156.0,E,85.0,60.0,89.0,神奈川県,音楽を聴く
938,南波杏,https://pics.javhoo.net/2016/02/9t_a.jpg,1984-03-07,154.0,E,87.0,60.0,87.0,東京都,"スノーボード,インターネット,マッサージ"
941,早川瀬里奈,https://pics.javhoo.net/2016/02/2uc_a.jpg,1985-02-04,160.0,D,86.0,57.0,83.0,神奈川県,"旅行,料理,琴"
942,瞳りん,https://pics.javhoo.net/2016/02/679_a.jpg,1984-09-23,163.0,D,89.0,58.0,86.0,東京都,プラネタリウム観賞
946,持田茜（しじみ）,https://pics.javhoo.net/2016/02/oh_a.jpg,1985-12-12,156.0,E,85.0,59.0,86.0,東京都,"散歩,写真を撮ること,お菓子作り"
949,桜みちる,https://pics.javhoo.net/2016/02/22h_a.jpg,1976-04-13,167.0,F,94.0,58.0,82.0,,"AV鑑賞,裁縫"
955,美咲かんな,https://pics.javhoo.net/2016/02/nsy_a.jpg,1994-07-03,158.0,E,85.0,58.0,88.0,,
958,糸矢めい,https://pics.javhoo.net/2016/02/1w0_a.jpg,1983-09-16,156.0,B,80.0,57.0,84.0,神奈川県,"ショッピング,お菓子作り"
959,葵ぶるま,https://pics.javhoo.net/2016/02/5u9_a.jpg,1989-12-17,152.0,G,92.0,61.0,86.0,埼玉県,"TVゲーム,ピアノ"
962,渡部准,https://pics.javhoo.net/2016/02/1f8_a.jpg,1987-01-01,150.0,H,98.0,60.0,88.0,,
963,南原香織,https://pics.javhoo.net/2016/02/13n_a.jpg,1975-07-02,165.0,D,83.0,63.0,88.0,,"書道,アロマアドバイザー"
964,あいだゆあ,https://pics.javhoo.net/2016/02/wp_a.jpg,1984-08-12,157.0,E,88.0,57.0,87.0,愛知県,"テニス,油絵"
965,紅月ルナ,https://pics.javhoo.net/2016/02/13t_a.jpg,1984-06-04,161.0,E,88.0,59.0,86.0,東京都,"柔軟体操,カラオケ"
966,松下ゆうか（愛乃彩音，藤咲ゆうか）,https://pics.javhoo.net/2016/02/1ax_a.jpg,1982-01-04,155.0,D,88.0,60.0,86.0,神奈川県,"お酒,水泳"
975,藍沢潤,https://pics.javhoo.net/2016/02/mut_a.jpg,1994-11-17,154.0,D,84.0,59.0,83.0,神奈川県,サッカー観戦/テニス
979,水野碧,https://pics.javhoo.net/2016/02/2w4_a.jpg,1990-12-12,157.0,D,82.0,59.0,84.0,埼玉県,
982,宮崎愛莉,https://pics.javhoo.net/2016/02/na3_a.jpg,1991-06-17,169.0,G,89.0,58.0,90.0,東京都,"映画鑑賞,料理,水泳"
988,須真杏里（須真杏理）,https://pics.javhoo.net/2016/02/2i4_a.jpg,1986-12-23,162.0,E,91.0,60.0,88.0,東京都,"岩盤浴,ジム,料理"
989,風間萌衣,https://pics.javhoo.net/2016/02/n3q_a.jpg,1993-07-01,160.0,E,84.0,58.0,90.0,,カラオケ
992,木南日菜,https://pics.javhoo.net/2016/02/nu5_a.jpg,1995-11-17,158.0,H,95.0,58.0,85.0,東京都,"ネイル,料理"
993,酒井ももか,https://pics.javhoo.net/2016/02/mbp_a.jpg,1993-07-25,152.0,F,84.0,56.0,81.0,鳥取県,買い物
995,早乙女ルイ,https://pics.javhoo.net/2016/02/1zi_a.jpg,1988-06-26,153.0,D,85.0,57.0,82.0,東京都,ディズニーランドに行くこと
996,灘ジュン,https://pics.javhoo.net/2016/02/j9_a.jpg,1982-10-08,158.0,C,85.0,58.0,86.0,東京都,"ショッピング,スキューバダイビング"
1002,桃谷エリカ,https://pics.javhoo.net/2016/02/mk0_a.jpg,1994-06-15,165.0,C,84.0,56.0,82.0,東京都,ヨガ
1003,月城ルネ,https://pics.javhoo.net/2016/02/7up_a.jpg,1988-11-04,157.0,F,86.0,59.0,85.0,神奈川県,ショッピング
1004,橋本麻耶,https://pics.javhoo.net/2016/02/nct_a.jpg,1994-10-10,155.0,C,83.0,58.0,84.0,,美容グッズ集め
1010,有沢りさ,https://pics.javhoo.net/2016/02/2f6_a.jpg,1986-12-17,161.0,I,101.0,60.0,90.0,長野県,"料理,メイク"
1013,上城りおな,https://pics.javhoo.net/2016/02/9qa_a.jpg,1994-08-12,144.0,F,90.0,60.0,86.0,神奈川県,アニメ
1018,菜月綾（水来亜矢）,https://pics.javhoo.net/2016/02/3m0_a.jpg,1982-12-16,158.0,E,88.0,60.0,89.0,東京都,"ドライブ,ショッピング,スノーボード,料理"
1021,堀咲りあ,https://pics.javhoo.net/2016/02/7gw_a.jpg,1992-12-12,165.0,E,85.0,58.0,89.0,京都府,"料理,ネイル"
1022,麻美ゆま,https://pics.javhoo.net/2016/02/2mt_a.jpg,1987-03-24,158.0,H,96.0,58.0,88.0,東京都,"香水集め,英会話,ピアノ"
1023,星ありす,https://pics.javhoo.net/2016/02/k1_a.jpg,1983-09-12,162.0,H,98.0,58.0,88.0,青森県,"おかし作り,スポーツ観戦,映画鑑賞"
1029,大塚まゆ,https://pics.javhoo.net/2016/02/8uy_a.jpg,1988-06-26,150.0,F,98.0,63.0,87.0,,音楽鑑賞
1032,長瀬あおい,https://pics.javhoo.net/2016/02/lsu_a.jpg,1994-05-19,165.0,G,95.0,62.0,89.0,,どこでもずーっと眠れます
1033,愛実（秋川ルイ）,https://pics.javhoo.net/2016/02/53x_a.jpg,1988-08-28,155.0,J,103.0,60.0,88.0,大阪府,
1035,彩佳リリス（藤崎クロエ）,https://pics.javhoo.net/2016/02/2ua_a.jpg,1990-12-12,168.0,H,98.0,58.0,93.0,東京都,ネイル
1041,徳井唯,https://pics.javhoo.net/2016/02/15s_a.jpg,1975-10-10,160.0,E,95.0,63.0,90.0,東京都,
1047,加藤なお,https://pics.javhoo.net/2016/02/6eh_a.jpg,1973-09-20,158.0,D,87.0,61.0,87.0,東京都,料理
1048,美緒みくる,https://pics.javhoo.net/2016/02/2ui_a.jpg,1992-05-05,155.0,G,92.0,60.0,85.0,東京都,料理/読書
1050,鏡麗子,https://pics.javhoo.net/2016/02/37_a.jpg,1970-04-08,160.0,C,84.0,60.0,87.0,兵庫県,"芸術鑑賞,洋裁,海外旅行"
1052,佐倉絆,https://pics.javhoo.net/2016/02/nep_a.jpg,1989-05-30,151.0,D,83.0,59.0,84.0,栃木県,料理
1054,美澄れな,https://pics.javhoo.net/2016/02/4se_a.jpg,1987-06-06,163.0,F,87.0,57.0,83.0,東京都,"サッカー観戦,歌"
1055,鈴香音色,https://pics.javhoo.net/2016/02/2h6_a.jpg,1988-09-02,155.0,J,103.0,66.0,92.0,東京都,
1057,沢口みき,https://pics.javhoo.net/2016/02/wo_a.jpg,1975-09-01,161.0,J,101.0,60.0,87.0,神奈川県,乗馬
1058,弓川彩乃,https://pics.javhoo.net/2016/02/5dr_a.jpg,1984-01-24,150.0,E,86.0,58.0,83.0,,絵を描くこと
1059,小泉麻由,https://pics.javhoo.net/2016/02/2vw_a.jpg,1982-08-25,162.0,J,107.0,61.0,88.0,東京都,"カラオケ,水泳,"
1063,松村優,https://pics.javhoo.net/2016/02/474_a.jpg,1984-03-25,158.0,D,87.0,58.0,88.0,東京都,ピアノ
1066,水樹心春,https://pics.javhoo.net/2016/02/lvn_a.jpg,1994-04-06,154.0,C,79.0,60.0,84.0,和歌山県,"健康と美容,絵を描くこと"
